tweet_id,retweet_count,favorite_count,hashtag
750868782890057730,1303,4613,None
750719632563142656,4788,12684,None
750506206503038976,1097,4281,None
750429297815552001,4084,12702,None
750383411068534784,1092,4394,None
750381685133418496,27,670,None
750147208377409536,916,3001,None
750132105863102464,1231,3495,None
750117059602808832,1255,4192,None
750101899009982464,809,2938,None
750086836815486976,510,2094,None
750071704093859840,3169,7526,None
750056684286914561,860,3052,None
750041628174217216,583,3061,None
750026558547456000,750,2619,None
750011400160841729,864,3113,None
749996283729883136,782,2946,None
749981277374128128,2364,4933,None
749774190421639168,1267,4505,None
749417653287129088,1568,5884,None
749403093750648834,505,2515,None
749395845976588288,3281,8256,None
749317047558017024,2143,5275,None
749075273010798592,1975,5541,None
749064354620928000,1463,4632,None
749036806121881602,758,2989,None
748977405889503236,3248,10376,None
748932637671223296,2149,5579,None
748705597323898880,917,2677,BarkWeek
748699167502000129,1517,4572,None
748692773788876800,1280,4077,None
748575535303884801,1900,5845,None
748568946752774144,645,2122,None
748346686624440324,1179,5024,None
748337862848962560,3914,7318,BarkWeek
748324050481647620,723,3555,None
748307329658011649,683,3561,None
748220828303695873,7406,13608,None
747963614829678593,2043,5562,None
747933425676525569,2438,6370,None
747885874273214464,923,2819,None
747844099428986880,713,2716,BarkWeek
747816857231626240,1112,4653,None
747651430853525504,147,1317,None
747648653817413632,5553,12393,None
747600769478692864,539,2251,None
747594051852075008,993,3525,None
747512671126323200,1537,5314,None
747461612269887489,997,3723,None
747439450712596480,1827,5214,None
747242308580548608,2764,0,None
747219827526344708,1491,5054,None
747204161125646336,865,3225,None
747103485104099331,3774,9174,None
746906459439529985,281,2788,None
746872823977771008,2032,5753,None
746818907684614144,1663,5117,None
746790600704425984,1527,4689,None
746757706116112384,3722,9180,None
746726898085036033,1710,5811,None
746542875601690625,1808,4844,None
746521445350707200,938,0,None
746507379341139972,1036,4475,None
746369468511756288,1555,5965,None
746131877086527488,2086,6620,None
746056683365994496,778,3435,None
745789745784041472,1010,3834,None
745712589599014916,2213,6725,None
745433870967832576,2419,6774,None
745422732645535745,2302,8227,None
745314880350101504,2610,6863,None
745074613265149952,3324,7538,None
745057283344719872,2137,6963,None
744995568523612160,585,2841,None
744971049620602880,2552,7560,None
744709971296780288,1491,5390,None
744334592493166593,2001,6500,None
744234799360020481,73840,149683,None
744223424764059648,343,1583,None
743980027717509120,1044,4010,None
743895849529389061,923,3509,None
743835915802583040,1963,0,None
743609206067040256,1321,4295,None
743595368194129920,6206,17588,None
743545585370791937,896,3396,None
743510151680958465,3548,7613,None
743253157753532416,1166,4065,None
743222593470234624,1827,5949,None
743210557239623680,1299,3677,None
742534281772302336,3400,6770,None
742528092657332225,1862,4236,None
742465774154047488,3735,6961,None
742423170473463808,3552,9423,None
742385895052087300,1866,6525,None
742161199639494656,1297,4124,None
742150209887731712,1467,4892,None
741793263812808706,1429,4366,None
741743634094141440,2607,7826,None
741438259667034112,780,3535,None
741303864243200000,3051,8417,None
741099773336379392,5251,9571,None
741067306818797568,2931,9150,None
740995100998766593,2575,6071,None
740711788199743490,900,3252,None
740699697422163968,744,2730,None
740676976021798912,6484,17379,None
740373189193256964,12646,33529,None
740365076218183684,406,2349,None
740359016048689152,819,3139,None
740214038584557568,1864,6399,None
739979191639244800,5613,19112,None
739932936087216128,1023,3877,None
739844404073074688,814,3641,None
739623569819336705,1291,3602,None
739606147276148736,1570,5175,None
739544079319588864,20103,37736,None
739485634323156992,2766,6826,None
739238157791694849,55035,110740,None
738891149612572673,6,100,None
738885046782832640,1088,3612,None
738883359779196928,747,3152,None
738537504001953792,1459,4867,None
738402415918125056,783,3118,None
738184450748633089,1154,4126,None
738166403467907072,3163,8366,None
738156290900254721,612,2390,None
737826014890496000,1677,5033,None
737800304142471168,3294,9573,None
737678689543020544,1248,4799,None
737445876994609152,4223,9795,None
737322739594330112,769,3441,None
737310737551491075,7031,13994,None
736736130620620800,1628,4048,None
736392552031657984,6952,16925,None
736365877722001409,1175,3807,None
736225175608430592,2648,7748,None
736010884653420544,2810,7530,None
735991953473572864,1082,3430,None
735648611367784448,1049,3867,None
735635087207878657,2228,5893,None
735274964362878976,4747,12470,None
735256018284875776,833,3185,None
735137028879360001,920,2990,None
734912297295085568,503,2631,None
734787690684657664,5984,11975,None
734776360183431168,507,2404,None
734559631394082816,375,1423,None
733828123016450049,741,3410,None
733822306246479872,974,3512,None
733482008106668032,894,2978,None
733460102733135873,1193,3990,None
733109485275860992,16183,51005,None
732732193018155009,508,2318,None
732726085725589504,843,3404,None
732585889486888962,740,3482,None
732375214819057664,2379,7719,None
732005617171337216,5088,14188,None
731285275100512256,948,3346,None
731156023742988288,1198,3656,None
730924654643314689,1873,5858,None
730573383004487680,2015,4645,None
730427201120833536,987,3326,None
730211855403241472,1004,3630,None
730196704625098752,1776,4608,None
729854734790754305,1059,3850,None
729838605770891264,357,1652,None
729823566028484608,1179,3787,None
729463711119904772,2191,5519,None
729113531270991872,301,1792,None
728986383096946689,772,2992,None
728760639972315136,1610,4440,None
728751179681943552,645,2631,None
728653952833728512,987,3161,None
728409960103686147,1893,4674,None
728387165835677696,912,3546,None
728046963732717569,1136,4085,None
728035342121635841,1578,4330,None
728015554473250816,1039,3930,None
727685679342333952,603,2835,None
727644517743104000,1659,5587,None
727524757080539137,1146,4261,None
727314416056803329,703,3182,None
727286334147182592,777,2924,None
727175381690781696,1313,3727,None
727155742655025152,1255,3442,None
726935089318363137,2306,6551,None
726887082820554753,1433,3666,None
726828223124897792,952,3409,None
726224900189511680,1086,4226,None
725842289046749185,2521,6769,None
725786712245440512,1297,3979,None
725729321944506368,1678,4962,None
725458796924002305,579,1350,None
724983749226668032,1225,3561,None
724771698126512129,599,2230,None
724405726123311104,1577,5038,None
724049859469295616,1683,4135,None
724046343203856385,527,2540,None
724004602748780546,1458,3980,None
723912936180330496,1169,3719,None
723688335806480385,2762,7298,None
723673163800948736,840,2889,None
723179728551723008,1763,5044,None
722974582966214656,1481,3908,None
722613351520608256,1549,4749,None
721503162398597120,1726,4391,None
721001180231503872,580,2413,None
720785406564900865,724,2946,None
720775346191278080,621,2343,None
720415127506415616,1420,3946,None
720389942216527872,2362,6068,None
720340705894408192,920,2734,None
720059472081784833,1061,3676,None
720043174954147842,1902,4714,None
719991154352222208,1644,4624,None
719704490224398336,1345,4331,None
719551379208073216,1798,4820,None
719367763014393856,710,2674,None
719339463458033665,1165,4237,None
719332531645071360,898,3288,None
718971898235854848,1024,3317,None
718939241951195136,1651,5006,None
718631497683582976,7572,17977,None
718613305783398402,454,2329,None
718540630683709445,959,2326,None
718460005985447936,497,2575,None
718454725339934721,1428,4636,None
718246886998687744,467,1824,None
718234618122661888,938,3688,None
717841801130979328,563,2341,None
717790033953034240,1034,2722,None
717537687239008257,1745,5523,None
717428917016076293,426,1541,None
717421804990701568,792,3003,None
717047459982213120,1817,5993,None
717009362452090881,909,3089,None
716802964044845056,1104,4096,None
716791146589110272,1499,7872,None
716730379797970944,409,1176,None
716447146686459905,5549,12446,None
716439118184652801,200,2284,FinalFur
716285507865542656,995,2650,None
716080869887381504,1804,6472,None
715928423106027520,833,3049,None
715758151270801409,1356,3541,None
715733265223708672,1604,4461,None
715704790270025728,542,2649,None
715696743237730304,1221,3742,None
715680795826982913,1513,4090,None
715360349751484417,1484,5217,None
715342466308784130,648,2911,None
715220193576927233,613,2318,None
715200624753819648,1761,4917,None
715009755312439296,1157,3967,None
714982300363173890,979,3555,None
714962719905021952,4017,7006,None
714957620017307648,1337,3963,None
714631576617938945,940,3127,None
714606013974974464,876,3475,None
714485234495041536,1069,2542,None
714258258790387713,693,2899,None
714251586676113411,789,3127,None
714214115368108032,829,2182,None
714141408463036416,1332,4133,None
713919462244790272,752,3146,None
713909862279876608,516,1811,None
713900603437621249,693,2713,None
713761197720473600,1294,4639,None
713411074226274305,1238,4234,None
713177543487135744,2716,6893,None
713175907180089344,1395,4243,None
712809025985978368,6367,18173,None
712717840512598017,4698,11757,None
712668654853337088,1144,3969,None
712438159032893441,1484,5071,None
712309440758808576,25,226,None
712097430750289920,981,3607,None
712092745624633345,847,2811,None
712085617388212225,464,3126,None
712065007010385924,591,2152,None
711998809858043904,123,0,LoveTwitter
711968124745228288,2185,7687,None
711743778164514816,944,2720,None
711732680602345472,3864,8400,None
711694788429553666,17352,31322,None
711652651650457602,861,3676,None
711363825979756544,1076,3462,None
711306686208872448,704,3157,None
711008018775851008,579,2856,None
710997087345876993,1319,4372,None
710844581445812225,647,2435,None
710833117892898816,504,2562,None
710658690886586372,533,2208,None
710609963652087808,2264,4579,None
710588934686908417,1761,4327,None
710296729921429505,699,2273,None
710283270106132480,495,2062,None
710272297844797440,1186,4318,None
710269109699739648,1062,2292,None
710153181850935296,851,2783,None
710140971284037632,840,2627,None
710117014656950272,1878,5205,None
709918798883774466,1030,3345,None
709901256215666688,98,637,None
709852847387627521,1139,3347,None
709566166965075968,1135,3379,None
709556954897764353,1014,3130,None
709519240576036864,226,1431,None
709449600415961088,541,2108,None
709409458133323776,645,2526,None
709225125749587968,540,2289,None
709207347839836162,5454,11931,None
709198395643068416,609,2347,None
709179584944730112,637,1927,None
709158332880297985,391,1947,None
709042156699303936,1546,4513,None
708853462201716736,625,1726,None
708845821941387268,849,2842,None
708834316713893888,474,1612,None
708810915978854401,6542,15737,None
708738143638450176,775,2640,None
708711088997666817,677,2414,None
708479650088034305,644,2436,None
708469915515297792,773,2966,None
708400866336894977,9505,15193,None
708356463048204288,1253,3418,None
708349470027751425,700,2252,None
708149363256774660,1476,4118,None
708130923141795840,812,3229,None
708119489313951744,933,2573,None
708109389455101952,530,1873,None
708026248782585858,1825,4208,None
707995814724026368,1069,2984,None
707983188426153984,2,48,None
707969809498152960,911,2572,None
707776935007539200,909,3143,None
707741517457260545,582,2379,None
707738799544082433,2317,3896,None
707693576495472641,947,3246,None
707629649552134146,823,2453,None
707610948723478529,5997,16224,None
707420581654872064,663,2152,None
707411934438625280,568,2202,None
707387676719185920,1206,3345,None
707377100785885184,1027,3123,None
707315916783140866,602,2370,None
707297311098011648,740,2673,None
707059547140169728,642,2485,None
707038192327901184,747,2094,None
707021089608753152,1281,3895,None
707014260413456384,566,2207,None
706904523814649856,7454,13931,None
706901761596989440,550,1946,None
706681918348251136,927,3155,None
706644897839910912,1039,2440,None
706593038911545345,602,2063,None
706538006853918722,1360,3327,None
706516534877929472,975,2985,None
706346369204748288,879,3295,None
706310011488698368,7477,20296,None
706291001778950144,454,1625,None
706265994973601792,884,2612,None
706169069255446529,2099,3734,None
706166467411222528,1517,4923,None
706153300320784384,363,1413,None
705975130514706432,692,2966,None
705970349788291072,846,3035,None
705898680587526145,526,2274,None
705786532653883392,491,1851,None
705591895322394625,1092,3028,None
705475953783398401,870,2837,None
705442520700944385,1526,4207,None
705428427625635840,1589,3643,None
705239209544720384,717,2862,None
705223444686888960,756,2472,None
705102439679201280,491,2048,None
705066031337840642,581,2086,None
704871453724954624,1064,4089,None
704859558691414016,500,2156,None
704847917308362754,1438,4851,None
704819833553219584,931,2519,None
704761120771465216,2764,6352,None
704499785726889984,952,2780,None
704491224099647488,74,715,None
704480331685040129,1019,3254,None
704364645503647744,3372,7629,None
704347321748819968,331,1506,None
704134088924532736,434,1438,None
704113298707505153,545,1781,None
704054845121142784,874,2794,None
703774238772166656,430,1768,None
703769065844768768,1084,3114,None
703631701117943808,633,2449,None
703611486317502464,1452,3672,None
703425003149250560,1286,3626,None
703407252292673536,657,2334,None
703382836347330562,1086,3351,None
703356393781329922,369,1831,None
703268521220972544,517,1890,None
703079050210877440,2926,7061,None
703041949650034688,11796,25178,None
702932127499816960,682,2471,None
702899151802126337,425,1530,None
702684942141153280,1010,3092,None
702671118226825216,534,2098,None
702598099714314240,3267,11706,None
702539513671897089,913,2761,None
702332542343577600,1468,3033,None
702321140488925184,1000,3139,None
702276748847800320,730,2354,None
702217446468493312,1278,4577,None
701981390485725185,935,3297,None
701952816642965504,975,3673,None
701889187134500865,1315,3377,None
701805642395348998,1583,3263,None
701601587219795968,433,2010,None
701570477911896070,882,2692,None
701545186879471618,580,2551,None
701214700881756160,4843,11683,None
700890391244103680,535,2126,None
700864154249383937,597,2484,None
700847567345688576,475,2354,None
700796979434098688,891,2334,None
700747788515020802,8808,21780,None
700518061187723268,755,2503,None
700505138482569216,547,2187,None
700462010979500032,1692,3945,None
700167517596164096,692,2521,None
700151421916807169,642,2148,None
700143752053182464,2574,7194,None
700062718104104960,650,2528,None
700029284593901568,553,1986,None
700002074055016451,1269,3159,None
699801817392291840,901,2900,None
699788877217865730,487,2139,None
699779630832685056,1176,2607,None
699775878809702401,577,1874,None
699691744225525762,4361,9813,None
699446877801091073,2496,5706,None
699434518667751424,491,2083,None
699423671849451520,305,1302,None
699413908797464576,595,1990,None
699370870310113280,415,1820,None
699323444782047232,822,3016,None
699088579889332224,592,2153,None
699079609774645248,613,2338,None
699072405256409088,1128,2832,None
699060279947165696,1710,3582,None
699036661657767936,1144,2494,None
698989035503689728,924,3193,None
698953797952008193,865,2562,None
698907974262222848,589,2424,None
698710712454139905,645,2364,None
698703483621523456,352,1385,None
698635131305795584,327,1245,None
698549713696649216,591,2224,None
698355670425473025,423,1759,None
698342080612007937,914,2157,None
698262614669991936,1891,4567,None
698195409219559425,5665,16042,None
698178924120031232,701,2699,None
697995514407682048,320,1450,None
697990423684476929,1222,3135,None
697943111201378304,644,2280,None
697881462549430272,1103,2885,None
697630435728322560,521,1665,None
697616773278015490,959,2998,None
697596423848730625,1199,2876,None
697575480820686848,481,1953,None
697516214579523584,1056,1952,None
697482927769255936,634,2321,None
697463031882764288,1333,3277,None
697270446429966336,1788,4509,None
697259378236399616,952,3152,None
697255105972801536,1098,2932,None
697242256848379904,640,2426,None
696900204696625153,976,3031,None
696894894812565505,645,2237,None
696886256886657024,1702,4631,None
696877980375769088,676,2340,None
696754882863349760,342,1416,None
696744641916489729,887,1977,None
696713835009417216,614,2268,None
696518437233913856,1640,3750,None
696490539101908992,135,1156,None
696488710901260288,972,2398,None
696405997980676096,1100,3069,None
696100768806522880,619,1848,None
695816827381944320,1089,2881,None
695794761660297217,734,3031,None
695767669421768709,700,1778,None
695629776980148225,1988,4372,None
695446424020918272,1731,4232,None
695409464418041856,3406,8300,None
695314793360662529,1373,3459,None
695095422348574720,585,2533,None
695074328191332352,1043,2706,None
695064344191721472,556,1533,None
695051054296211456,754,2539,None
694925794720792577,872,2584,None
694905863685980160,885,2623,None
694669722378485760,13610,34254,None
694356675654983680,271,1434,None
694352839993344000,579,1947,None
694342028726001664,462,1516,None
694329668942569472,480,1912,None
694206574471057408,1940,3985,None
694183373896572928,883,2820,None
694001791655137281,973,3261,None
693993230313091072,383,1801,None
693942351086120961,349,1675,None
693647888581312512,555,2579,None
693644216740769793,118,1301,None
693642232151285760,396,2440,None
693629975228977152,757,2345,None
693622659251335168,356,1467,None
693590843962331137,1853,4830,None
693582294167244802,235,1578,None
693486665285931008,597,1692,None
693280720173801472,1181,3201,None
693267061318012928,771,2275,None
693262851218264065,471,2109,None
693231807727280129,707,2761,None
693155686491000832,3040,7537,None
693109034023534592,577,1636,None
693095443459342336,430,1782,None
692919143163629568,722,2570,None
692905862751522816,830,2330,None
692901601640583168,571,1687,None
692894228850999298,750,2164,None
692828166163931137,847,2751,None
692752401762250755,3466,6527,None
692568918515392513,1464,4170,None
692535307825213440,1291,3015,None
692530551048294401,390,1759,None
692423280028966913,211,1416,None
692417313023332352,3283,8975,None
692187005137076224,779,2421,None
692158366030913536,750,2052,None
692142790915014657,369,1573,None
692041934689402880,1199,3241,None
692017291282812928,903,2770,None
691820333922455552,1564,3786,None
691793053716221953,4018,7777,None
691756958957883396,933,2707,None
691675652215414786,479,1867,None
691483041324204033,529,2288,None
691459709405118465,1078,3869,None
691444869282295808,801,2526,None
691416866452082688,7247,18508,None
691321916024623104,628,2470,None
691096613310316544,839,2853,None
691090071332753408,319,1654,None
690989312272396288,2725,5652,None
690959652130045952,1176,3423,notallpuppers
690938899477221376,1850,3916,None
690932576555528194,963,3145,None
690735892932222976,1210,3620,None
690728923253055490,491,2085,None
690690673629138944,778,2226,None
690649993829576704,262,1245,None
690607260360429569,16,287,None
690597161306841088,575,1866,None
690400367696297985,427,1807,None
690374419777196032,802,3109,None
690360449368465409,836,2545,None
690348396616552449,490,1432,None
690248561355657216,393,1607,None
690021994562220032,976,2687,None
690015576308211712,698,2379,None
690005060500217858,1603,3513,None
689999384604450816,349,1351,None
689993469801164801,428,1397,None
689977555533848577,427,1312,None
689905486972461056,657,2350,None
689877686181715968,1105,2916,None
689835978131935233,717,2086,None
689661964914655233,893,3100,None
689659372465688576,3651,9921,None
689623661272240129,612,2127,None
689599056876867584,5231,11160,None
689557536375177216,431,1965,None
689517482558820352,1360,3249,None
689289219123089408,886,2156,None
689283819090870273,1044,3122,None
689280876073582592,671,1903,None
689275259254616065,235,1096,None
689255633275777024,1028,2448,None
689154315265683456,944,2950,None
689143371370250240,479,1938,None
688916208532455424,818,2600,None
688908934925697024,728,2013,None
688898160958271489,740,2006,None
688894073864884227,651,2147,None
688828561667567616,345,1320,None
688804835492233216,180,920,None
688789766343622656,632,2123,None
688547210804498433,661,2470,None
688519176466644993,696,2223,None
688385280030670848,4241,8863,None
688211956440801280,788,2154,None
688179443353796608,558,2050,None
688116655151435777,736,2708,None
688064179421470721,343,1658,None
687841446767013888,2374,5209,None
687826841265172480,1064,2629,None
687818504314159109,905,2380,None
687807801670897665,681,2278,None
687732144991551489,627,1686,None
687704180304273409,802,2333,None
687664829264453632,486,1852,None
687494652870668288,545,1823,None
687480748861947905,228,1529,None
687476254459715584,506,1898,None
687460506001633280,513,1967,None
687399393394311168,586,1810,None
687317306314240000,8714,19288,None
687312378585812992,1804,4180,None
687127927494963200,2145,5190,None
687124485711986689,479,2104,None
687109925361856513,2337,5569,None
687102708889812993,915,2246,None
687096057537363968,578,2143,None
686947101016735744,3035,8264,None
686760001961103360,1319,3364,None
686749460672679938,1374,3334,None
686730991906516992,1142,3950,None
686683045143953408,764,2707,None
686618349602762752,1293,3542,None
686606069955735556,516,1810,None
686394059078897668,655,1666,None
686386521809772549,835,3117,None
686377065986265092,534,2115,None
686358356425093120,625,2080,None
686286779679375361,1593,3859,None
686050296934563840,691,2134,None
686035780142297088,111,1101,None
686034024800862208,1083,2950,None
686007916130873345,384,2372,None
686003207160610816,588,1753,None
685973236358713344,494,2008,None
685943807276412928,558,1554,None
685906723014619143,2708,7150,None
685681090388975616,116,1953,None
685667379192414208,534,2256,None
685663452032069632,1387,3082,None
685641971164143616,725,2789,None
685547936038666240,14774,31481,None
685532292383666176,1095,2904,None
685325112850124800,3754,9023,None
685321586178670592,596,2530,None
685315239903100929,986,3151,None
685307451701334016,415,1988,None
685268753634967552,1131,2959,None
685198997565345792,631,2230,None
685169283572338688,1351,3942,None
684969860808454144,348,2286,None
684959798585110529,2957,6511,None
684940049151070208,987,3067,None
684926975086034944,443,3342,None
684914660081053696,1379,3357,None
684902183876321280,501,1787,None
684880619965411328,765,2001,None
684830982659280897,20574,33469,None
684800227459624960,948,2605,None
684594889858887680,3318,8503,None
684588130326986752,1340,3937,None
684567543613382656,1147,2880,None
684538444857667585,897,2528,None
684481074559381504,1116,3716,None
684460069371654144,527,1886,None
684241637099323392,3099,7758,None
684225744407494656,196,1191,None
684222868335505415,1297,3666,None
684200372118904832,989,2050,None
684195085588783105,481,1821,None
684188786104872960,1099,3345,None
684177701129875456,627,1931,None
684147889187209216,1444,2863,None
684122891630342144,445,1920,None
684097758874210310,1354,3933,None
683857920510050305,1064,3651,None
683852578183077888,330,1864,None
683849932751646720,902,2494,None
683834909291606017,1068,2513,None
683828599284170753,1003,2683,None
683773439333797890,1278,3200,None
683742671509258241,3145,6179,None
683515932363329536,2743,7010,None
683498322573824003,921,3034,None
683481228088049664,952,2548,None
683462770029932544,643,2324,None
683449695444799489,1519,3693,None
683391852557561860,2269,7316,None
683357973142474752,865,2767,None
683142553609318400,989,2745,None
683111407806746624,862,3248,None
683098815881154561,621,2078,None
683078886620553216,538,1913,None
683030066213818368,707,2069,None
682962037429899265,15546,35070,None
682808988178739200,158,1692,None
682788441537560576,1057,2371,None
682750546109968385,411,1447,None
682697186228989953,344,1255,None
682662431982772225,1025,2919,None
682638830361513985,563,1977,None
682429480204398592,1089,3286,None
682406705142087680,1660,7231,None
682393905736888321,628,2144,None
682389078323662849,446,1594,None
682303737705140231,924,2931,None
682259524040966145,1124,3956,None
682242692827447297,1086,3090,None
682088079302213632,9306,17382,None
682059653698686977,1587,4718,None
682047327939461121,888,3059,None
682032003584274432,1882,6266,None
682003177596559360,1433,2980,None
681981167097122816,981,2683,None
681891461017812993,776,2369,None
681694085539872773,3839,12238,None
681679526984871937,416,1687,None
681654059175129088,856,2507,None
681610798867845120,443,1811,None
681579835668455424,1228,3378,None
681523177663676416,5442,13625,None
681340665377193984,258,1572,None
681339448655802368,3869,8875,None
681320187870711809,704,2518,None
681302363064414209,1717,3747,None
681297372102656000,897,3076,None
681281657291280384,1039,3082,None
681261549936340994,251,1394,None
681242418453299201,498,1425,None
681231109724700672,461,2304,None
681193455364796417,1394,3532,None
680970795137544192,617,2296,None
680959110691590145,1892,4373,None
680940246314430465,979,3039,None
680934982542561280,411,1996,None
680913438424612864,586,2304,None
680889648562991104,347,1683,None
680836378243002368,1252,3304,None
680805554198020098,632,2054,None
680801747103793152,773,2272,None
680798457301471234,976,2714,None
680609293079592961,656,2507,None
680583894916304897,1251,3455,None
680497766108381184,1805,4038,None
680494726643068929,460,1642,None
680473011644985345,710,2425,None
680440374763077632,473,1390,None
680221482581123072,279,1415,None
680206703334408192,1102,2704,None
680191257256136705,473,2058,None
680176173301628928,1460,3710,None
680161097740095489,696,2214,None
680145970311643136,1646,3443,None
680130881361686529,888,2190,None
680115823365742593,860,2595,None
680100725817409536,1299,3431,None
680085611152338944,8516,12220,None
680070545539371008,812,2467,None
679877062409191424,607,1884,None
679872969355714560,634,2100,None
679862121895714818,582,2349,None
679854723806179328,1160,2724,None
679844490799091713,717,2266,None
679828447187857408,13218,34439,None
679777920601223168,1036,2961,None
679736210798047232,745,1994,None
679729593985699840,782,2070,None
679722016581222400,442,1586,None
679530280114372609,1963,4546,None
679527802031484928,684,2506,None
679511351870550016,1191,3203,None
679503373272485890,1379,3017,None
679475951516934144,605,2000,None
679462823135686656,17693,29952,None
679405845277462528,1128,2256,None
679158373988876288,7570,20192,None
679148763231985668,969,2648,None
679132435750195208,1086,2824,None
679111216690831360,2437,5652,None
679062614270468097,7574,16103,None
679047485189439488,618,2139,None
679001094530465792,1151,2708,None
678991772295516161,1086,2161,None
678969228704284672,429,1556,None
678800283649069056,846,2441,None
678798276842360832,1087,3268,None
678774928607469569,852,2669,None
678767140346941444,1277,3340,None
678764513869611008,439,1541,None
678755239630127104,3074,6711,None
678740035362037760,1561,3553,None
678708137298427904,2282,5307,None
678675843183484930,1376,2701,None
678643457146150913,378,1947,None
678446151570427904,1441,3796,None
678424312106393600,2392,5173,None
678410210315247616,1687,3977,None
678399652199309312,29840,76043,None
678396796259975168,391,1500,None
678389028614488064,393,1765,None
678380236862578688,847,2297,None
678341075375947776,503,1632,None
678334497360859136,233,1227,None
678278586130948096,5736,10818,None
678255464182861824,345,1505,None
678023323247357953,352,1803,None
678021115718029313,5891,12871,None
677961670166224897,1585,3232,None
677918531514703872,382,1260,None
677895101218201600,1938,4554,None
677716515794329600,917,2874,None
677700003327029250,1347,3209,None
677698403548192770,300,1162,None
677687604918272002,793,2354,None
677673981332312066,1403,3147,None
677662372920729601,885,1839,None
677644091929329666,761,1764,None
677573743309385728,647,2016,None
677565715327688705,430,1229,None
677557565589463040,1077,2312,None
677547928504967168,3445,6538,None
677530072887205888,214,1003,None
677335745548390400,1631,2872,None
677334615166730240,265,1274,None
677331501395156992,218,1028,None
677328882937298944,1413,3448,None
677314812125323265,497,1558,None
677301033169788928,374,1158,None
677269281705472000,659,1861,None
677228873407442944,1532,3338,None
677187300187611136,849,2578,None
676975532580409345,997,2614,None
676957860086095872,758,2106,None
676949632774234114,368,1233,None
676948236477857792,808,2028,None
676946864479084545,343,1636,None
676942428000112642,699,1950,None
676936541936185344,4630,12011,None
676916996760600576,1700,2799,None
676897532954456065,682,2118,None
676864501615042560,656,1968,None
676821958043033607,14436,21548,None
676819651066732545,618,1721,None
676811746707918848,403,1350,None
676776431406465024,1892,4697,None
676617503762681856,890,2716,None
676613908052996102,185,1022,None
676606785097199616,406,1793,None
676603393314578432,356,1090,None
676593408224403456,2002,4293,None
676590572941893632,115,865,None
676588346097852417,730,2166,None
676582956622721024,254,1116,None
676575501977128964,1044,2419,None
676533798876651520,515,1764,None
676496375194980353,498,1431,None
676470639084101634,4366,10946,None
676440007570247681,617,1618,None
676430933382295552,316,1312,None
676263575653122048,505,1965,None
676237365392908289,261,1135,None
676219687039057920,28874,71971,None
676215927814406144,535,1629,None
676191832485810177,959,2124,None
676146341966438401,618,1806,None
676121918416756736,1082,2033,None
676101918813499392,1090,2661,None
676098748976615425,1309,2792,None
676089483918516224,407,1232,None
675898130735476737,527,1516,None
675891555769696257,791,1995,None
675888385639251968,880,2217,None
675878199931371520,1306,3917,None
675870721063669760,525,1531,None
675853064436391936,1191,2523,None
675849018447167488,131,889,None
675845657354215424,809,2125,None
675822767435051008,502,1429,None
675820929667219457,221,984,None
675798442703122432,3186,9639,None
675781562965868544,433,1513,None
675740360753160193,314,1102,None
675710890956750848,758,1758,None
675707330206547968,635,1851,None
675706639471788032,87,606,None
675534494439489536,380,1726,None
675531475945709568,354,1108,None
675522403582218240,263,975,None
675517828909424640,432,1208,None
675501075957489664,5440,16097,None
675497103322386432,1198,2932,None
675489971617296384,550,1202,None
675483430902214656,897,1719,None
675432746517426176,529,1416,None
675372240448454658,484,1577,None
675362609739206656,208,984,None
675354435921575936,15505,30399,None
675349384339542016,2103,3669,None
675334060156301312,1194,2583,None
675166823650848770,1456,3311,None
675153376133427200,2378,5825,None
675149409102012420,1573,3475,None
675147105808306176,212,877,None
675146535592706048,268,1102,None
675145476954566656,826,1992,None
675135153782571009,434,1214,None
675113801096802304,725,1812,None
675111688094527488,225,894,None
675109292475830276,1039,2612,None
675047298674663426,292,982,None
675015141583413248,1093,2526,None
675006312288268288,208,911,None
675003128568291329,429,1450,None
674999807681908736,1018,2088,None
674805413498527744,330,798,None
674800520222154752,787,2797,None
674793399141146624,1002,2326,None
674790488185167872,228,1025,None
674788554665512960,189,749,None
674781762103414784,1098,1861,None
674774481756377088,433,1026,None
674767892831932416,720,1692,None
674764817387900928,212,733,None
674754018082705410,402,1266,None
674752233200820224,423,1359,None
674743008475090944,498,1302,None
674742531037511680,46,448,None
674739953134403584,350,1015,None
674737130913071104,81,604,None
674690135443775488,436,1063,None
674670581682434048,597,1505,None
674664755118911488,220,849,None
674646392044941312,448,1329,None
674644256330530816,254,966,None
674638615994089473,539,1565,None
674632714662858753,527,1393,None
674606911342424069,91,869,None
674468880899788800,1871,5801,None
674447403907457024,328,984,None
674436901579923456,359,1033,None
674422304705744896,493,1329,None
674416750885273600,125,645,None
674410619106390016,421,1119,None
674394782723014656,521,1394,None
674372068062928900,292,797,None
674330906434379776,69,528,None
674318007229923329,473,1310,None
674307341513269249,6342,10546,None
674291837063053312,5372,13654,None
674271431610523648,672,1448,None
674269164442398721,213,848,None
674265582246694913,769,1514,None
674262580978937856,415,1221,None
674255168825880576,494,1355,None
674082852460433408,151,709,None
674075285688614912,261,925,None
674063288070742018,1998,5927,None
674053186244734976,1187,3063,None
674051556661161984,454,1347,None
674045139690631169,590,1306,None
674042553264685056,116,665,None
674038233588723717,389,1024,None
674036086168010753,186,790,None
