tweet_id,retweet_count,favorite_count,hashtag
841077006473256960,5045,22008,None
840761248237133825,1672,0,None
840728873075638272,15200,0,None
840698636975636481,2,172,None
840696689258311684,918,11835,None
840632337062862849,1672,8682,None
840370681858686976,4324,15819,None
840268004936019968,5442,18525,None
839990271299457024,2155,12930,None
839549326359670784,7373,26408,None
839290600511926273,137,0,None
839239871831150596,6187,26085,None
838952994649550848,3816,18953,None
838921590096166913,1942,10742,None
838916489579200512,32,0,GoodDogs
838831947270979586,10474,0,None
838561493054533637,1269,10591,None
838476387338051585,4523,21670,None
838201503651401729,9560,0,None
838150277551247360,316,1604,None
838085839343206401,1,135,None
838083903487373313,2962,17009,None
837820167694528512,7463,32874,None
837482249356513284,424,3735,None
837471256429613056,2149,12367,None
837110210464448512,2255,15521,None
836989968035819520,2194,12333,None
836753516572119041,4421,18714,None
836677758902222849,2118,12195,None
836648853927522308,528,0,None
836397794269200385,26223,0,None
836380477523124226,2862,14316,None
836260088725786625,4124,20618,None
836001077879255040,4074,18441,None
835685285446955009,7762,0,None
835574547218894849,3444,17227,None
835536468978302976,1611,0,None
835309094223372289,19972,0,None
835297930240217089,2848,15947,None
835264098648616962,1611,7473,None
835246439529840640,68,2036,None
835172783151792128,5501,25313,None
835152434251116546,2865,21643,None
834931633769889797,1548,10439,None
834786237630337024,5288,20775,None
834574053763584002,2412,13211,None
834477809192075265,10165,0,None
834458053273591808,1599,9317,None
834209720923721728,4531,19902,None
834167344700198914,3512,15334,None
834089966724603904,2045,9719,None
834086379323871233,2111,12652,None
833863086058651648,2302,13020,None
833826103416520705,3600,17576,None
833732339549220864,211,0,None
833722901757046785,3104,20248,None
833479644947025920,1947,14424,None
833124694597443584,4646,19600,None
832998151111966721,2109,12856,None
832769181346996225,38,0,None
832757312314028032,3469,16358,None
832682457690300417,2795,11521,None
832645525019123713,511,2839,None
832636094638288896,2665,15400,None
832397543355072512,2121,11610,None
832369877331693569,3053,16656,None
832273440279240704,2238,11007,None
832215909146226688,5966,0,None
832215726631055365,8943,0,None
832088576586297345,2,60,None
832040443403784192,9189,0,None
832032802820481025,4473,17322,None
831939777352105988,5882,23255,None
831926988323639298,34,325,None
831911600680497154,6233,26720,None
831670449226514432,1742,10125,None
831650051525054464,1853,6913,None
831552930092285952,2243,8711,None
831322785565769729,1491,9027,None
831315979191906304,1070,6341,WKCDogShow
831309418084069378,2367,11435,None
831262627380748289,1967,11536,None
830956169170665475,1431,7734,None
830583320585068544,16041,64660,None
830173239259324417,5453,0,None
830097400375152640,2812,9463,None
829878982036299777,4802,0,None
829861396166877184,1861,11911,None
829501995190984704,10165,30808,None
829449946868879360,1934,10170,None
829141528400556032,7045,23642,None
829011960981237760,15744,51832,None
828801551087042563,3284,0,None
828770345708580865,5626,24845,None
828708714936930305,10761,35441,None
828650029636317184,1291,9250,None
828409743546925057,1116,6186,None
828408677031882754,1239,7477,None
828381636999917570,2144,12249,None
828376505180889089,1031,7195,None
828372645993398273,2819,12245,None
828361771580813312,170,2118,None
828046555563323392,2756,11421,None
828011680017821696,2080,10081,None
827933404142436356,5047,19501,None
827653905312006145,2910,15081,None
827600520311402496,903,7278,None
827324948884643840,2915,15406,None
827199976799354881,2136,10308,None
826958653328592898,4802,20957,None
826848821049180160,9755,35190,None
826615380357632002,3832,0,None
826598799820865537,239,4990,None
826598365270007810,2263,9739,None
826476773533745153,4037,17906,None
826240494070030336,2515,12918,None
826204788643753985,882,4744,None
826115272272650244,2995,15223,None
825876512159186944,1793,10200,None
825829644528148480,2416,12409,None
825535076884762624,16964,55570,None
825147591692263424,4361,17813,None
825120256414846976,1204,0,None
825026590719483904,1204,6095,None
824796380199809024,5317,0,None
824775126675836928,3379,14537,None
824663926340194305,1705,10240,None
824325613288833024,10236,11523,BellLetsTalk
824297048279236611,3713,14667,None
824025158776213504,580,4707,None
823939628516474880,2627,10372,None
823719002937630720,10774,0,None
823699002998870016,2434,13626,None
823581115634085888,2529,12677,None
823333489516937216,22,686,None
823322678127919110,3871,15318,None
823269594223824897,9561,0,None
822975315408461824,3327,16900,None
822872901745569793,41628,128076,WomensMarch
822859134160621569,2190,12894,None
822647212903690241,6177,0,None
822610361945911296,2836,14425,None
822489057087389700,6177,17678,None
822462944365645825,13755,27180,None
822244816520155136,9561,34108,None
822163064745328640,4577,0,None
821886076407029760,2233,11027,None
821813639212650496,3250,0,None
821765923262631936,1609,8180,None
821522889702862852,1691,7836,None
821421320206483457,5374,0,None
821407182352777218,4171,11438,None
821153421864615936,10,242,None
821149554670182400,1889,8395,None
821107785811234820,2061,9362,None
821044531881721856,2204,12355,None
820837357901512704,6487,0,None
820749716845686786,9561,30811,None
820690176645140481,3125,11951,None
820494788566847489,544,0,None
820446719150292993,2477,0,None
820314633777061888,544,3262,None
820078625395449857,6075,19308,None
820013781606658049,1135,0,None
819952236453363712,1135,5189,None
819924195358416896,4718,12627,None
819711362133872643,3008,13040,None
819588359383371776,1935,9424,None
819347104292290561,1172,7047,None
819238181065359361,395,2202,None
819227688460238848,6487,22494,None
819015337530290176,35876,0,None
819015331746349057,18459,0,None
819006400881917954,18459,44333,None
819004803107983360,35876,85114,None
818646164899774465,20262,0,None
818627210458333184,7325,21888,None
818614493328580609,2447,9604,None
818588835076603904,5923,0,None
818536468981415936,2371,10595,None
818307523543449600,7802,0,None
818259473185828864,2182,10735,None
818145370475810820,2471,11997,None
817908911860748288,768,4745,None
817827839487737858,26223,50304,None
817777686764523521,2602,10526,None
817536400337801217,2849,11503,None
817502432452313088,3283,0,None
817423860136083457,14185,32966,None
817415592588222464,923,5468,None
817181837579653120,8176,0,None
817171292965273600,1962,8573,None
817120970343411712,2519,11926,None
817056546584727552,1591,8402,None
816829038950027264,4561,0,None
816816676327063552,1965,9775,None
816697700272001025,2130,9554,None
816450570814898180,7802,29677,None
816336735214911488,1885,8417,None
816091915477250048,2069,8742,None
816062466425819140,985,0,None
816014286006976512,5088,0,None
815990720817401858,985,4837,None
815966073409433600,8176,21881,None
815745968457060357,4009,0,None
815736392542261248,2205,9642,None
815639385530101762,1601,8049,None
815390420867969024,3696,10120,None
814986499976527872,1236,7487,None
814638523311648768,2626,11039,None
814578408554463233,5665,0,None
814530161257443328,1814,8464,None
814153002265309185,8411,28111,None
813944609378369540,3093,0,None
813910438903693312,1806,9112,None
813812741911748608,13571,35695,None
813800681631023104,1710,8148,None
813217897535406080,7099,18218,None
813202720496779264,1771,9057,None
813187593374461952,4220,19437,None
813172488309972993,1878,9082,None
813157409116065792,2140,7596,None
813142292504645637,2326,8331,None
813130366689148928,433,4401,None
813127251579564032,3026,11576,None
813112105746448384,2661,10107,None
813096984823349248,3526,10355,None
813081950185472002,2710,9709,None
813066809284972545,1897,7779,None
813051746834595840,7154,20537,None
812781120811126785,1852,7387,None
812709060537683968,1404,6494,None
812503143955202048,1189,5945,None
812466873996607488,1870,7814,None
812372279581671427,3561,13381,None
811985624773361665,1363,7124,None
811744202451197953,1546,7393,None
811647686436880384,718,5495,None
811627233043480576,2976,12475,None
811386762094317568,6215,20510,None
810984652412424192,1390,5208,None
810896069567610880,1713,8826,None
810657578271330305,2559,10750,None
810284430598270976,10934,34462,None
810254108431155201,3284,14417,None
809920764300447744,3832,15275,None
809808892968534016,4764,0,None
809448704142938112,1422,6824,None
809220051211603969,5453,19515,None
809084759137812480,3436,12981,None
808838249661788160,2967,9938,None
808733504066486276,2108,7748,None
808501579447930884,2542,11099,None
808344865868283904,20262,41629,None
808134635716833280,5751,0,None
808106460588765185,2147,8651,None
808001312164028416,3454,12280,None
807621403335917568,3521,14317,None
807106840509214720,53845,115645,None
807059379405148160,7148,0,None
807010152071229440,3773,12882,None
806629075125202948,33710,73079,None
806620845233815552,5378,0,None
806576416489959424,1909,4806,None
806542213899489280,2296,10033,None
806242860592926720,11318,0,None
806219024703037440,1169,6346,None
805958939288408065,5221,0,None
805932879469572096,1881,8165,None
805826884734976000,1778,6452,None
805823200554876929,7797,0,None
805520635690676224,1616,5642,None
805487436403003392,2470,8656,None
805207613751304193,1682,7705,None
804738756058218496,3730,13447,None
804475857670639616,1966,6030,None
804413760345620481,3144,0,None
804026241225523202,15691,43537,None
803773340896923648,2679,9875,None
803692223237865472,7247,0,None
803638050916102144,4051,10751,None
803380650405482500,1832,7635,None
803321560782307329,5178,0,None
803276597545603072,2397,9848,None
802952499103731712,1952,8868,None
802624713319034886,2830,0,None
802600418706604034,1422,6981,None
802572683846291456,2453,8806,None
802323869084381190,5707,15887,None
802265048156610565,1345,6818,None
802239329049477120,2558,8929,None
802185808107208704,267,0,None
801958328846974976,1671,7617,None
801854953262350336,233,1767,None
801538201127157760,2020,8080,None
801285448605831168,801,5931,None
801167903437357056,5751,23968,None
801127390143516673,3860,0,None
801115127852503040,2051,7929,None
800859414831898624,96,676,None
800855607700029440,1566,0,None
800751577355128832,2729,10391,None
800513324630806528,2925,12921,None
800459316964663297,2129,9333,None
800443802682937345,4195,0,None
800388270626521089,2741,10964,None
800188575492947969,3839,0,None
800141422401830912,2477,14987,None
800018252395122689,12811,27783,None
799774291445383169,4544,0,None
799757965289017345,2101,8230,None
799422933579902976,1879,7925,None
799308762079035393,5317,0,None
799297110730567681,2684,9699,None
799063482566066176,2424,7938,None
798933969379225600,4353,12822,None
798925684722855936,1410,7384,None
798705661114773508,6484,0,None
798701998996647937,7572,0,None
798697898615730177,6367,0,None
798694562394996736,4843,0,None
798686750113755136,2269,0,None
798682547630837760,4630,0,None
798673117451325440,5440,0,None
798665375516884993,3821,0,None
798644042770751489,1804,0,None
798628517273620480,1932,0,None
798585098161549313,5526,0,None
798576900688019456,5705,0,None
798340744599797760,3254,0,None
798209839306514432,2497,10241,None
797971864723324932,3029,11358,None
797545162159308800,4764,14292,None
797236660651966464,6407,19568,None
797165961484890113,26,222,None
796904159865868288,8714,0,None
796865951799083009,1885,7545,None
796759840936919040,2959,11592,None
796563435802726400,7041,0,None
796484825502875648,1714,7426,None
796387464403357696,4050,10804,None
796177847564038144,13925,0,None
796149749086875649,13925,31620,None
796125600683540480,1757,4888,ImWithThor
796116448414461957,2346,8926,None
796080075804475393,2250,8303,None
796031486298386433,3637,10618,None
795464331001561088,22944,48544,None
795400264262053889,2791,9838,None
795076730285391872,5317,15882,None
794983741416415232,3283,0,None
794926597468000259,2258,10047,None
794355576146903043,10034,0,None
794332329137291264,2614,9432,None
794205286408003585,3245,9073,None
793962221541933056,4764,16507,None
793845145112371200,1811,9073,None
793614319594401792,3053,0,None
793601777308463104,1576,7831,None
793500921481273345,2321,10479,None
793286476301799424,8943,24122,None
793271401113350145,2340,8544,None
793256262322548741,8137,19612,None
793241302385262592,3218,10314,None
793226087023144960,2809,9619,None
793210959003287553,2728,8755,None
793195938047070209,5489,14963,None
793180763617361921,1945,6808,None
793165685325201412,2716,9216,None
793150605191548928,1656,6068,None
793135492858580992,2449,6286,None
793120401413079041,3814,12421,None
792913359805018113,3874,14029,None
792883833364439040,4154,11084,None
792773781206999040,1639,7220,None
792394556390137856,4193,13151,None
792050063153438720,1738,7007,None
791821351946420224,20574,0,None
791784077045166082,9307,0,None
791780927877898241,3722,0,None
791774931465953280,21608,44201,None
791672322847637504,3053,11532,None
791406955684368384,4009,12906,None
791312159183634433,2466,8601,None
791026214425268224,3983,0,None
790987426131050500,2075,9625,None
790946055508652032,4561,16366,None
790723298204217344,2252,0,None
790698755171364864,1877,8058,None
790581949425475584,6921,20245,None
790337589677002753,1846,7685,None
790277117346975746,3093,12314,None
790227638568808452,3465,0,None
789986466051088384,2252,9076,None
789960241177853952,3993,0,None
789903600034189313,4034,10143,None
789628658055020548,1722,7343,None
789599242079838210,1875,6607,None
789530877013393408,3283,11501,None
789314372632018944,2229,8466,None
789280767834746880,4788,0,None
789268448748703744,2551,8934,None
789137962068021249,2710,9523,None
788908386943430656,12154,26882,None
788765914992902144,10034,26782,None
788552643979468800,6952,0,None
788412144018661376,5128,15233,None
788178268662984705,2044,7092,None
788150585577050112,1248,5988,None
788070120937619456,3352,0,None
788039637453406209,1279,6003,None
787810552592695296,2971,8449,None
787717603741622272,2700,10053,None
787397959788929025,2778,10677,None
787322443945877504,1694,7631,None
787111942498508800,6566,0,None
786963064373534720,7762,26096,None
786729988674449408,2373,0,None
786709082849828864,5966,17913,None
786664955043049472,2467,10365,None
786595970293370880,3049,9282,None
786363235746385920,3372,10661,None
786286427768250368,2756,7801,None
786233965241827333,4577,14925,None
786051337297522688,153,1397,None
786036967502913536,6785,0,None
785927819176054784,3100,11158,None
785872687017132033,1750,6565,None
785639753186217984,2180,7708,None
785533386513321988,1932,8888,None
785515384317313025,1218,5991,None
785264754247995392,1585,7104,None
785170936622350336,4699,11763,None
784826020293709826,3144,9891,None
784517518371221505,2453,8789,None
784431430411685888,1233,5611,None
784183165795655680,7797,19625,None
784057939640352768,10774,29078,None
783839966405230592,10474,29303,None
783821107061198850,1906,7206,None
783695101801398276,3112,10236,None
783466772167098368,2165,8260,None
783391753726550016,5306,16507,None
783347506784731136,5372,0,None
783334639985389568,11318,28437,None
783085703974514689,2124,7971,None
782969140009107456,7148,23593,None
782747134529531904,1369,7301,None
782722598790725632,5221,16853,None
782598640137187329,1825,7628,None
782305867769217024,5374,16249,None
782021823840026624,5997,0,None
781955203444699136,3260,10888,None
781661882474196992,2630,10195,None
781655249211752448,1100,3908,None
781524693396357120,5378,20273,None
781308096455073793,2478,6982,None
781251288990355457,2006,8210,None
781163403222056960,2672,9584,None
780931614150983680,7041,21131,None
780858289093574656,1948,7034,None
780800785462489090,1254,5350,None
780601303617732608,3250,11812,None
780543529827336192,1693,6145,None
780496263422808064,3552,0,None
780476555013349377,109,0,None
780459368902959104,1038,5173,None
780192070812196864,2171,8490,None
780092040432480260,2223,0,None
780074436359819264,4783,11823,None
779834332596887552,6785,18393,None
779377524342161408,3006,8541,None
779124354206535695,17693,0,None
779056095788752897,4374,14389,None
778990705243029504,6943,19420,None
778774459159379968,9554,0,None
778764940568104960,353,841,None
778748913645780993,1263,6690,None
778650543019483137,1446,5608,None
778624900596654080,976,4486,None
778408200802557953,4164,13278,None
778396591732486144,11797,0,None
778383385161035776,1060,5671,None
778286810187399168,3190,10104,None
778039087836069888,2557,8269,None
778027034220126208,1549,6384,None
777953400541634568,3400,0,None
777885040357281792,1574,6192,None
777684233540206592,2830,10942,None
777641927919427584,4084,0,None
777621514455814149,2428,8502,None
777189768882946048,4169,13838,None
776819012571455488,13218,0,None
776813020089548800,1163,4761,None
776477788987613185,2676,8570,None
776249906839351296,8808,0,None
776218204058357768,15297,29039,None
776201521193218049,2433,9313,None
776113305656188928,4195,11476,None
776088319444877312,146,1783,None
775898661951791106,16183,0,None
775842724423557120,2566,11389,None
775733305207554048,3860,13524,None
775729183532220416,4451,12652,None
775364825476165632,2847,7186,None
775350846108426240,3768,9876,None
775085132600442880,4544,15123,None
774757898236878852,1725,8386,None
774639387460112384,1670,6561,None
774314403806253056,5317,21191,None
773985732834758656,3725,10468,None
773922284943896577,1683,6232,None
773704687002451968,1557,6426,None
773670353721753600,1263,5203,None
773547596996571136,5923,21488,None
773336787167145985,4867,0,None
773308824254029826,7209,22705,None
773247561583001600,3145,9199,None
773191612633579521,3994,9726,None
772877495989305348,3738,8324,None
772826264096874500,2282,7823,None
772615324260794368,3265,0,None
772581559778025472,1647,6313,None
772193107915964416,1335,5845,None
772152991789019136,1097,3704,None
772117678702071809,714,3665,None
772114945936949249,457,2661,None
772102971039580160,901,3890,None
771908950375665664,1814,6372,None
771770456517009408,3254,11672,None
771500966810099713,2516,8036,None
771380798096281600,4867,10218,None
771171053431250945,7168,0,None
771136648247640064,2823,8898,None
771102124360998913,1382,6050,None
771014301343748096,1597,6700,None
770787852854652928,1158,4795,None
770772759874076672,1367,5040,None
770655142660169732,1725,7145,None
770414278348247044,2014,6147,None
770293558247038976,1413,6032,None
770093767776997377,2931,0,None
770069151037685760,2210,7371,None
769940425801170949,9189,30323,None
769695466921623552,1624,6242,None
769335591808995329,7455,0,None
769212283578875904,1654,5239,None
768970937022709760,6258,13854,None
768909767477751808,2574,0,None
768855141948723200,858,4065,None
768609597686943744,1153,3984,None
768596291618299904,1235,4902,None
768554158521745409,5613,0,None
768473857036525572,3283,13228,None
768193404517830656,3400,10559,None
767884188863397888,1325,4619,None
767754930266464257,5178,15533,None
767500508068192258,2255,7282,None
767191397493538821,3617,11924,None
767122157629476866,2753,9890,None
766864461642756096,5398,0,None
766793450729734144,1310,4893,None
766714921925144576,362,2531,None
766693177336135680,769,3897,None
766423258543644672,1520,5825,None
766313316352462849,1812,6577,None
766078092750233600,2521,0,None
766069199026450432,813,4098,None
766008592277377025,480,3650,None
765719909049503744,2084,7030,None
765669560888528897,1187,5031,None
765395769549590528,3263,25926,None
765371061932261376,2089,6857,None
765222098633691136,3265,11284,None
764857477905154048,1719,6260,None
764259802650378240,1445,5836,None
763956972077010945,51,741,None
763837565564780549,3983,12177,None
763183847194451968,1418,5201,None
763167063695355904,2895,0,None
763103485927849985,2217,7151,None
762699858130116608,3465,11753,None
762471784394268675,6164,10882,None
762464539388485633,3993,9973,None
762316489655476224,1072,4640,None
762035686371364864,14897,30821,None
761976711479193600,1915,5243,None
761750502866649088,3754,0,None
761745352076779520,830,4144,None
761672994376806400,27903,47807,None
761599872357261312,1144,3997,None
761371037149827077,17352,0,None
761334018830917632,1401,5018,None
761292947749015552,1050,4348,None
761227390836215808,1510,5169,None
761004547850530816,3352,10992,None
760893934457552897,929,3700,None
760656994973933572,1833,6374,None
760641137271070720,1240,4823,None
760539183865880579,3481,7330,None
760521673607086080,1337,4071,None
760290219849637889,11018,25934,None
760252756032651264,836,3814,None
760190180481531904,1724,5524,None
760153949710192640,30,0,None
759943073749200896,2001,5749,None
759923798737051648,5398,14191,None
759846353224826880,1892,6509,None
759793422261743616,1834,5766,None
759557299618865152,1147,4535,None
759447681597108224,2373,8228,None
759446261539934208,467,1616,None
759197388317847553,1868,5901,None
759159934323924993,1113,0,None
759099523532779520,3981,14030,None
759047813560868866,1922,6266,None
758854675097526272,870,3438,None
758828659922702336,3690,10845,None
758740312047005698,1555,5561,None
758474966123810816,953,3669,None
758467244762497024,2119,4642,None
758405701903519748,1832,5033,None
758355060040593408,1020,3263,None
758099635764359168,9554,18379,None
758041019896193024,357,2618,None
757741869644341248,3138,6648,None
757729163776290825,7574,0,None
757725642876129280,1163,4398,None
757611664640446465,1049,4421,None
757597904299253760,288,0,None
757596066325864448,1013,4199,None
757400162377592832,6553,14623,None
757393109802180609,1662,5621,None
757354760399941633,1359,4361,None
756998049151549440,1904,6064,None
756939218950160384,1915,6426,None
756651752796094464,1242,4872,None
756526248105566208,3442,10048,None
756303284449767430,1061,3806,None
756288534030475264,16982,42593,None
756275833623502848,1465,6168,None
755955933503782912,2747,7061,None
755206590534418437,5121,15875,None
755110668769038337,10629,20442,None
754874841593970688,7570,0,None
754856583969079297,2402,6659,None
754747087846248448,498,2496,None
754482103782404096,1872,5111,None
754449512966619136,700,3611,None
754120377874386944,2253,7612,None
753655901052166144,2084,5631,None
753420520834629632,3400,7598,None
753398408988139520,1818,5540,None
753375668877008896,2223,7381,None
753298634498793472,5442,0,None
753294487569522689,998,3237,None
753039830821511168,19972,35784,None
753026973505581056,913,3787,None
752932432744185856,6566,12157,None
752917284578922496,1505,6704,None
752701944171524096,2743,0,None
752682090207055872,1525,5805,None
752660715232722944,1495,4217,None
752568224206688256,2177,5294,None
752519690950500352,3293,7108,None
752334515931054080,1056,3685,None
752309394570878976,15505,0,None
752173152931807232,1749,5743,None
751950017322246144,872,2951,None
751937170840121344,1256,4994,None
751830394383790080,1864,5613,None
751793661361422336,2764,5597,None
751598357617971201,2925,7680,None
751583847268179968,1051,4230,None
751538714308972544,1200,4859,None
751456908746354688,959,3104,None
751251247299190784,5606,12088,None
751205363882532864,1733,6089,None
751132876104687617,1244,4882,None
